时间(s)	加速度(m/s^2)
5072.8700	-2.82290324e-08
5072.8800	-6.06051407e-08
5072.8900	-7.82019325e-08
5072.9000	-6.45014058e-08
5072.9100	-3.58669930e-08
5072.9200	1.22463700e-08
5072.9300	4.73198422e-08
5072.9400	7.16016980e-08
5072.9500	6.39158272e-08
5072.9600	3.97894407e-08
5072.9700	8.94982654e-09
5072.9800	-2.38546302e-08
5072.9900	-2.67201817e-08
5073.0000	-2.57637527e-08
5073.0100	-5.30377265e-09
5073.0200	1.25875239e-08
5073.0300	1.03575463e-08
5073.0400	2.34336146e-09
5073.0500	-2.54334866e-08
5073.0600	-4.84015262e-08
5073.0700	-6.20191216e-08
5073.0800	-5.91831932e-08
5073.0900	-3.64659554e-08
5073.1000	-7.69381466e-09
5073.1100	2.57204109e-08
5073.1200	4.23827971e-08
5073.1300	5.11346070e-08
5073.1400	3.86097461e-08
5073.1500	2.05124374e-08
5073.1600	-1.13909658e-09
5073.1700	-2.29084128e-08
5073.1800	-3.15507275e-08
5073.1900	-3.79117267e-08
5073.2000	-2.92812767e-08
5073.2100	-1.74260740e-08
5073.2200	4.35142314e-09
5073.2300	2.50580559e-08
5073.2400	4.38484083e-08
5073.2500	5.10027558e-08
5073.2600	4.51247985e-08
5073.2700	2.65994262e-08
5073.2800	-9.01516272e-10
5073.2900	-1.83215210e-08
5073.3000	-3.13822095e-08
5073.3100	-1.47578495e-08
5073.3200	8.76999222e-09
5073.3300	3.63639064e-08
5073.3400	6.27236013e-08
5073.3500	4.91471240e-08
5073.3600	3.11743972e-08
5073.3700	-1.15271561e-08
5073.3800	-4.66174323e-08
5073.3900	-6.05049090e-08
5073.4000	-5.77183171e-08
5073.4100	-2.74195588e-08
5073.4200	-1.12662671e-09
5073.4300	2.10064156e-08
5073.4400	1.64994702e-08
5073.4500	-5.48993769e-09
5073.4600	-3.01927291e-08
5073.4700	-5.59665908e-08
5073.4800	-4.23761802e-08
5073.4900	-2.07340096e-08
5073.5000	2.23208313e-08
5073.5100	6.42816999e-08
5073.5200	6.65974857e-08
5073.5300	6.14241415e-08
5073.5400	1.96373771e-08
5073.5500	-1.68785387e-08
5073.5600	-4.00416642e-08
5073.5700	-4.49846492e-08
5073.5800	-2.21636571e-08
5073.5900	9.54222677e-10
5073.6000	2.43579937e-08
5073.6100	2.49811636e-08
5073.6200	1.17979319e-08
5073.6300	-6.98636452e-09
5073.6400	-2.77812955e-08
5073.6500	-2.40653161e-08
5073.6600	-1.59918552e-08
5073.6700	-9.09347169e-10
5073.6800	1.22571680e-08
5073.6900	-1.41412963e-09
5073.7000	-1.66461210e-08
5073.7100	-3.85890781e-08
5073.7200	-4.93643849e-08
5073.7300	-3.43145500e-08
5073.7400	-9.94510225e-09
5073.7500	2.75565054e-08
5073.7600	4.58031721e-08
5073.7700	4.68579551e-08
5073.7800	2.18562409e-08
5073.7900	-1.77064315e-08
5073.8000	-3.80544803e-08
5073.8100	-5.21577898e-08
5073.8200	-1.62037818e-08
5073.8300	2.73676175e-08
5073.8400	6.89627943e-08
5073.8500	1.04222827e-07
5073.8600	7.90305969e-08
5073.8700	4.59527419e-08
5073.8800	-1.72337888e-08
5073.8900	-6.71856865e-08
5073.9000	-8.91113540e-08
5073.9100	-8.67535668e-08
5073.9200	-5.27217599e-08
5073.9300	-2.13158008e-08
5073.9400	7.91704639e-09
5073.9500	9.68781074e-09
5073.9600	-2.66475652e-09
5073.9700	-1.87129390e-08
5073.9800	-3.58427624e-08
5073.9900	-1.99205143e-08
5074.0000	2.21136619e-10
5074.0100	3.62412008e-08
5074.0200	6.85485405e-08
5074.0300	7.17729879e-08
5074.0400	6.74783178e-08
5074.0500	3.74933883e-08
5074.0600	1.13120056e-08
5074.0700	-7.47360519e-09
5074.0800	-1.21564309e-08
5074.0900	2.01581084e-10
5074.1000	1.34679298e-08
5074.1100	2.74306690e-08
5074.1200	2.32061113e-08
5074.1300	1.03931238e-08
5074.1400	-1.20711970e-08
5074.1500	-3.70632418e-08
5074.1600	-4.56093991e-08
5074.1700	-5.20890213e-08
5074.1800	-4.01906925e-08
5074.1900	-2.87038231e-08
5074.2000	-1.99208205e-08
5074.2100	-1.29121438e-08
5074.2200	-1.13629199e-08
5074.2300	-6.53042820e-09
5074.2400	4.17737433e-09
5074.2500	1.91527954e-08
5074.2600	3.89079416e-08
5074.2700	4.87512626e-08
5074.2800	5.15603967e-08
5074.2900	3.45927698e-08
5074.3000	9.07304650e-09
5074.3100	-1.62974688e-08
5074.3200	-4.16332846e-08
5074.3300	-3.78795679e-08
5074.3400	-3.10033638e-08
5074.3500	-5.05731182e-09
5074.3600	1.84596365e-08
5074.3700	2.83129196e-08
5074.3800	3.24487203e-08
5074.3900	2.06572819e-08
5074.4000	1.12910211e-08
5074.4100	5.92629654e-09
5074.4200	8.86476217e-09
5074.4300	2.04257575e-08
5074.4400	2.69129719e-08
5074.4500	3.00705231e-08
5074.4600	1.61231843e-08
5074.4700	-4.57607123e-09
5074.4800	-2.44835791e-08
5074.4900	-4.42291390e-08
5074.5000	-3.87475884e-08
5074.5100	-3.11471961e-08
5074.5200	-1.34597735e-08
5074.5300	9.56739769e-10
5074.5400	-6.17813849e-10
5074.5500	-5.56490448e-09
5074.5600	-1.90557386e-08
5074.5700	-2.51573678e-08
5074.5800	-1.99992754e-08
5074.5900	-5.69106803e-09
5074.6000	1.74283468e-08
5074.6100	3.21892110e-08
5074.6200	4.18842955e-08
5074.6300	3.54189917e-08
5074.6400	2.31525349e-08
5074.6500	1.37488252e-08
5074.6600	4.85404678e-09
5074.6700	8.84842668e-09
5074.6800	1.26734333e-08
5074.6900	8.23188350e-09
5074.7000	8.92980610e-10
5074.7100	-1.89045076e-08
5074.7200	-3.38479695e-08
5074.7300	-3.75665171e-08
5074.7400	-2.85758414e-08
5074.7500	-1.67674431e-09
5074.7600	2.04916203e-08
5074.7700	3.84361236e-08
5074.7800	2.81059903e-08
5074.7900	1.97535258e-09
5074.8000	-3.14754876e-08
5074.8100	-6.73053883e-08
5074.8200	-6.09996741e-08
5074.8300	-4.82820410e-08
5074.8400	8.45984741e-10
5074.8500	4.75855679e-08
5074.8600	6.46744700e-08
5074.8700	7.01679452e-08
5074.8800	3.13880809e-08
5074.8900	-6.86049972e-09
5074.9000	-4.39840112e-08
5074.9100	-5.94358127e-08
5074.9200	-4.66202129e-08
5074.9300	-2.34339101e-08
5074.9400	8.33502935e-09
5074.9500	1.66005291e-08
5074.9600	1.27785674e-08
5074.9700	-1.25031125e-08
5074.9800	-4.40656712e-08
5074.9900	-5.29509178e-08
5075.0000	-5.89411835e-08
5075.0100	-2.39052028e-08
5075.0200	1.10487602e-08
5075.0300	4.53602534e-08
5075.0400	7.12423528e-08
5075.0500	6.83240900e-08
5075.0600	5.71120199e-08
5075.0700	2.97731314e-08
5075.0800	7.28113315e-09
5075.0900	-9.35421577e-09
5075.1000	-1.29948443e-08
5075.1100	-6.67287031e-09
5075.1200	3.91435448e-09
5075.1300	1.65157218e-08
5075.1400	1.81582090e-08
5075.1500	1.69305204e-08
5075.1600	2.57940209e-09
5075.1700	-1.30348775e-08
5075.1800	-2.32487519e-08
5075.1900	-3.04858369e-08
5075.2000	-1.81612323e-08
5075.2100	-3.52298414e-09
5075.2200	1.82341517e-08
5075.2300	3.16016916e-08
5075.2400	2.99562970e-08
5075.2500	1.50372798e-08
5075.2600	-1.47481708e-08
5075.2700	-3.75795671e-08
5075.2800	-5.54758362e-08
5075.2900	-4.37587417e-08
5075.3000	-1.92358928e-08
5075.3100	1.54482097e-08
5075.3200	5.24953882e-08
5075.3300	5.41499071e-08
5075.3400	5.16837039e-08
5075.3500	1.78135239e-08
5075.3600	-1.30225550e-08
5075.3700	-2.67918698e-08
5075.3800	-3.14395565e-08
5075.3900	-1.06770465e-08
5075.4000	6.36697308e-09
5075.4100	1.72754941e-08
5075.4200	1.22083691e-08
5075.4300	-9.44882289e-09
5075.4400	-2.56347843e-08
5075.4500	-3.82302568e-08
5075.4600	-2.16009520e-08
5075.4700	6.56442620e-09
5075.4800	3.29794641e-08
5075.4900	5.90364789e-08
5075.5000	3.46579914e-08
5075.5100	6.11358672e-09
5075.5200	-4.14275070e-08
5075.5300	-7.98477680e-08
5075.5400	-7.36774188e-08
5075.5500	-5.39085200e-08
5075.5600	3.09968921e-10
5075.5700	4.11987356e-08
5075.5800	6.17755791e-08
5075.5900	5.08426434e-08
5075.6000	9.56700671e-09
5075.6100	-2.63069422e-08
5075.6200	-5.89071467e-08
5075.6300	-4.56431147e-08
5075.6400	-1.59150322e-08
5075.6500	2.39378419e-08
5075.6600	6.55906734e-08
5075.6700	5.18320285e-08
5075.6800	3.36139190e-08
5075.6900	-1.26135292e-08
5075.7000	-4.96812146e-08
5075.7100	-4.73620242e-08
5075.7200	-3.06248287e-08
5075.7300	1.94539394e-08
5075.7400	5.58492988e-08
5075.7500	7.29635235e-08
5075.7600	5.71705954e-08
5075.7700	1.19963284e-08
5075.7800	-2.75956005e-08
5075.7900	-6.40679932e-08
5075.8000	-4.91887234e-08
5075.8100	-1.76201999e-08
5075.8200	3.36797113e-08
5075.8300	8.79822143e-08
5075.8400	8.67634937e-08
5075.8500	7.96777192e-08
5075.8600	2.65182924e-08
5075.8700	-2.14328826e-08
5075.8800	-4.94980548e-08
5075.8900	-5.98027284e-08
5075.9000	-3.24970043e-08
5075.9100	-4.14529355e-09
5075.9200	2.55707454e-08
5075.9300	2.93885563e-08
5075.9400	1.17733858e-08
5075.9500	-2.05785997e-08
5075.9600	-6.05095050e-08
5075.9700	-7.35357764e-08
5075.9800	-7.86875390e-08
5075.9900	-4.67380583e-08
5076.0000	-1.00522701e-08
5076.0100	2.11698529e-08
5076.0200	4.78736841e-08
5076.0300	3.91843735e-08
5076.0400	2.58452242e-08
5076.0500	-3.38083692e-09
5076.0600	-2.54006223e-08
5076.0700	-3.34082301e-08
5076.0800	-2.69847947e-08
5076.0900	-3.12387740e-09
5076.1000	2.18004894e-08
5076.1100	4.75401661e-08
5076.1200	5.29403452e-08
5076.1300	4.87357794e-08
5076.1400	2.39188845e-08
5076.1500	-6.29646424e-09
5076.1600	-2.98662967e-08
5076.1700	-5.21879525e-08
5076.1800	-4.56014293e-08
5076.1900	-3.69869090e-08
5076.2000	-1.50455978e-08
5076.2100	3.54092395e-09
5076.2200	1.18050391e-08
5076.2300	1.33055885e-08
5076.2400	2.70293632e-09
5076.2500	-6.18064865e-09
5076.2600	-1.31388815e-08
5076.2700	-9.13519706e-09
5076.2800	2.64789946e-09
5076.2900	1.67279677e-08
5076.3000	3.18013192e-08
5076.3100	3.02857905e-08
5076.3200	2.49123929e-08
5076.3300	3.89898483e-09
5076.3400	-1.79457996e-08
5076.3500	-2.84342422e-08
5076.3600	-3.46423049e-08
5076.3700	-1.67733074e-08
5076.3800	3.85446641e-09
5076.3900	3.21673867e-08
5076.4000	5.27009816e-08
5076.4100	6.03987120e-08
5076.4200	5.42577908e-08
5076.4300	3.37459857e-08
5076.4400	9.89851079e-09
5076.4500	-1.61379937e-08
5076.4600	-2.86791477e-08
5076.4700	-3.58932003e-08
5076.4800	-2.82280225e-08
5076.4900	-1.75193745e-08
5076.5000	-8.02977415e-09
5076.5100	7.83171013e-10
5076.5200	-4.62355770e-10
5076.5300	-1.85968149e-09
5076.5400	-3.99913320e-09
5076.5500	-4.24857306e-09
5076.5600	2.90007499e-10
5076.5700	3.21479582e-09
5076.5800	3.68047633e-09
5076.5900	-3.08188343e-09
5076.6000	-1.68045669e-08
5076.6100	-2.96221372e-08
5076.6200	-4.18911550e-08
5076.6300	-3.50736190e-08
5076.6400	-2.14045140e-08
5076.6500	6.91672726e-09
5076.6600	3.78427844e-08
5076.6700	4.74978377e-08
5076.6800	5.36247410e-08
5076.6900	2.67503094e-08
5076.7000	3.79298735e-10
5076.7100	-2.38270075e-08
5076.7200	-3.67084531e-08
5076.7300	-2.34012094e-08
5076.7400	-5.61755763e-09
5076.7500	1.84737494e-08
5076.7600	2.16193706e-08
5076.7700	6.06351716e-09
5076.7800	-2.77015714e-08
5076.7900	-7.16423910e-08
5076.8000	-8.56166895e-08
5076.8100	-8.98518901e-08
5076.8200	-4.02694730e-08
5076.8300	1.75025525e-08
5076.8400	6.82210210e-08
5076.8500	1.11771073e-07
5076.8600	8.78068174e-08
5076.8700	5.55748854e-08
5076.8800	-8.22445947e-09
5076.8900	-5.59261145e-08
5076.9000	-6.95386080e-08
5076.9100	-5.43007482e-08
5076.9200	-1.43205550e-09
5076.9300	4.51277044e-08
5076.9400	8.64662871e-08
5076.9500	8.25940253e-08
5076.9600	5.54705144e-08
5076.9700	7.81396552e-09
5076.9800	-4.58522389e-08
5076.9900	-5.85386622e-08
5077.0000	-6.59936262e-08
5077.0100	-2.66694184e-08
5077.0200	1.09866383e-08
5077.0300	3.55755637e-08
5077.0400	4.97640064e-08
5077.0500	2.84175489e-08
5077.0600	3.07294128e-09
5077.0700	-3.00458332e-08
5077.0800	-4.94260168e-08
5077.0900	-5.22054304e-08
5077.1000	-4.00151124e-08
5077.1100	-1.63480193e-08
5077.1200	2.94017554e-09
5077.1300	2.01605611e-08
5077.1400	2.03649125e-08
5077.1500	1.61126945e-08
5077.1600	6.13359476e-09
5077.1700	-4.18734206e-09
5077.1800	-1.26363590e-09
5077.1900	3.24637863e-09
5077.2000	1.81806681e-08
5077.2100	3.05851229e-08
5077.2200	3.52054882e-08
5077.2300	3.05497281e-08
5077.2400	9.29461516e-09
5077.2500	-1.57036256e-08
5077.2600	-4.48941627e-08
5077.2700	-5.69431261e-08
5077.2800	-5.68271222e-08
5077.2900	-3.19364203e-08
5077.3000	3.66764365e-09
5077.3100	3.36589515e-08
5077.3200	6.23449707e-08
5077.3300	5.14424558e-08
5077.3400	3.66467385e-08
5077.3500	4.98285511e-09
5077.3600	-2.18092322e-08
5077.3700	-2.11975540e-08
5077.3800	-1.35549953e-08
5077.3900	1.36735459e-08
5077.4000	3.08702801e-08
5077.4100	3.15145613e-08
5077.4200	1.49160094e-08
5077.4300	-1.95885320e-08
5077.4400	-4.00242709e-08
5077.4500	-5.12273738e-08
5077.4600	-2.63035104e-08
5077.4700	1.28809688e-08
5077.4800	4.18587361e-08
5077.4900	6.87487730e-08
5077.5000	3.12757026e-08
5077.5100	-1.07784308e-08
5077.5200	-6.48209070e-08
5077.5300	-1.05316399e-07
5077.5400	-7.95823849e-08
5077.5500	-3.82776774e-08
5077.5600	4.24727065e-08
5077.5700	9.69092408e-08
5077.5800	1.11248549e-07
5077.5900	7.52167076e-08
5077.6000	-9.32060607e-09
5077.6100	-8.14473191e-08
5077.6200	-1.46052469e-07
5077.6300	-1.24317407e-07
5077.6400	-7.15884871e-08
5077.6500	2.06038765e-08
5077.6600	1.19811941e-07
5077.6700	1.36778152e-07
5077.6800	1.44035534e-07
5077.6900	7.18681193e-08
5077.7000	4.95842525e-09
5077.7100	-3.93431300e-08
5077.7200	-6.14586951e-08
5077.7300	-3.22692579e-08
5077.7400	-3.82900581e-09
5077.7500	2.35555780e-08
5077.7600	2.05662050e-08
5077.7700	-9.54272772e-09
5077.7800	-4.36118982e-08
5077.7900	-7.98941388e-08
5077.8000	-7.57326637e-08
5077.8100	-5.84270100e-08
5077.8200	-2.28054790e-08
5077.8300	1.56032408e-08
5077.8400	1.60053478e-08
5077.8500	1.36231353e-08
5077.8600	-8.47199971e-09
5077.8700	-2.37443767e-08
5077.8800	-1.29662881e-08
5077.8900	4.63839390e-09
5077.9000	3.66993641e-08
5077.9100	5.31191217e-08
5077.9200	4.91373319e-08
5077.9300	2.75399740e-08
5077.9400	-8.63576100e-09
5077.9500	-2.40206453e-08
5077.9600	-2.87131116e-08
5077.9700	-6.70208942e-10
5077.9800	3.69537548e-08
5077.9900	5.25411328e-08
5078.0000	6.53153182e-08
5078.0100	2.21835096e-08
5078.0200	-1.99698070e-08
5078.0300	-5.44583011e-08
5078.0400	-7.41931160e-08
5078.0500	-4.35196448e-08
5078.0600	-7.13383521e-09
5078.0700	4.03592785e-08
5078.0800	6.02773640e-08
5078.0900	4.68756788e-08
5078.1000	1.00091071e-08
5078.1100	-4.48471808e-08
5078.1200	-6.98732704e-08
5078.1300	-8.08129040e-08
5078.1400	-4.59323877e-08
5078.1500	9.48614163e-10
5078.1600	3.13940689e-08
5078.1700	5.90390594e-08
5078.1800	3.00866155e-08
5078.1900	1.09092647e-09
5078.2000	-2.81889436e-08
5078.2100	-4.42886354e-08
5078.2200	-1.98340229e-08
5078.2300	9.95642069e-09
5078.2400	4.92951764e-08
5078.2500	6.52352419e-08
5078.2600	5.49688177e-08
5078.2700	2.56176077e-08
5078.2800	-1.72776211e-08
5078.2900	-3.56550469e-08
5078.3000	-4.34302002e-08
5078.3100	-1.81306713e-08
5078.3200	1.48606236e-08
5078.3300	2.74811371e-08
5078.3400	3.67130994e-08
5078.3500	1.94173834e-09
5078.3600	-3.11792639e-08
5078.3700	-5.50170280e-08
5078.3800	-6.41768791e-08
5078.3900	-3.24483450e-08
5078.4000	4.64672394e-09
5078.4100	5.05965598e-08
5078.4200	7.21864148e-08
5078.4300	6.84794084e-08
5078.4400	4.11224682e-08
5078.4500	-1.75471427e-09
5078.4600	-2.75368117e-08
5078.4700	-4.65708629e-08
5078.4800	-3.16327103e-08
5078.4900	-9.74571816e-09
5078.5000	7.42929069e-09
5078.5100	2.25310115e-08
5078.5200	7.79010806e-09
5078.5300	-6.47344845e-09
5078.5400	-1.84033158e-08
5078.5500	-2.03905091e-08
5078.5600	2.81035380e-09
5078.5700	2.83855410e-08
5078.5800	5.75787400e-08
5078.5900	6.54978945e-08
5078.6000	5.29309657e-08
5078.6100	2.00190519e-08
5078.6200	-2.52231342e-08
5078.6300	-5.46823757e-08
5078.6400	-7.84759566e-08
5078.6500	-6.60886394e-08
5078.6600	-4.72691832e-08
5078.6700	-2.09061128e-08
5078.6800	3.96686899e-09
5078.6900	6.96254199e-09
5078.7000	8.00183571e-09
5078.7100	6.28721144e-10
5078.7200	-2.97883606e-09
5078.7300	2.12144111e-09
5078.7400	8.31378048e-09
5078.7500	1.60449322e-08
5078.7600	1.49902320e-08
5078.7700	6.09103416e-09
5078.7800	-4.66544480e-09
5078.7900	-1.64598143e-08
5078.8000	-9.74118406e-09
5078.8100	2.99415771e-09
5078.8200	2.70749471e-08
5078.8300	5.28822115e-08
5078.8400	5.08070451e-08
5078.8500	4.51044866e-08
5078.8600	9.72651821e-09
5078.8700	-2.22464888e-08
5078.8800	-4.12187668e-08
5078.8900	-4.53687624e-08
5078.9000	-1.81304544e-08
5078.9100	1.08066834e-08
5078.9200	4.19596826e-08
5078.9300	4.52463099e-08
5078.9400	2.54711504e-08
5078.9500	-1.33299784e-08
5078.9600	-6.19158736e-08
5078.9700	-7.44924838e-08
5078.9800	-7.65298157e-08
5078.9900	-2.43217163e-08
5079.0000	3.48112960e-08
5079.0100	7.60376533e-08
5079.0200	1.08099600e-07
5079.0300	6.83739589e-08
5079.0400	2.15608908e-08
5079.0500	-4.94674963e-08
5079.0600	-9.80013573e-08
5079.0700	-1.02795942e-07
5079.0800	-7.44680850e-08
5079.0900	-6.11734376e-09
5079.1000	5.05974391e-08
5079.1100	9.83913355e-08
5079.1200	9.15303257e-08
5079.1300	5.88601036e-08
5079.1400	6.56117036e-09
5079.1500	-5.08786029e-08
5079.1600	-5.50508775e-08
5079.1700	-5.27670908e-08
5079.1800	-3.30006247e-09
5079.1900	4.17348894e-08
5079.2000	5.76448723e-08
5079.2100	5.88061533e-08
5079.2200	1.45869147e-08
5079.2300	-2.77780098e-08
5079.2400	-6.68246940e-08
5079.2500	-7.68349002e-08
5079.2600	-5.43243051e-08
5079.2700	-1.52901267e-08
5079.2800	3.54704457e-08
5079.2900	5.86587765e-08
5079.3000	6.99239992e-08
5079.3100	4.59042991e-08
5079.3200	1.36788252e-08
5079.3300	-7.97429868e-09
5079.3400	-2.73333048e-08
5079.3500	-1.02003429e-08
5079.3600	7.40742720e-09
5079.3700	2.76859851e-08
5079.3800	3.92844357e-08
5079.3900	2.67026385e-08
5079.4000	7.09525839e-09
5079.4100	-2.41043133e-08
5079.4200	-4.65286660e-08
5079.4300	-5.98403062e-08
5079.4400	-5.76391296e-08
5079.4500	-4.52576846e-08
5079.4600	-2.83954482e-08
5079.4700	-9.76448208e-09
5079.4800	3.67189072e-09
5079.4900	1.60457362e-08
5079.5000	2.34184800e-08
5079.5100	2.99948187e-08
5079.5200	2.82988647e-08
5079.5300	2.41558728e-08
5079.5400	8.04961955e-09
5079.5500	-8.99022201e-09
5079.5600	-2.83951491e-08
5079.5700	-4.08377296e-08
5079.5800	-4.26710385e-08
5079.5900	-3.53105645e-08
5079.6000	-1.90968325e-08
5079.6100	-5.72127964e-09
5079.6200	5.93416778e-09
5079.6300	6.18700546e-09
5079.6400	2.34660734e-09
5079.6500	7.13065972e-10
5079.6600	-5.28146569e-10
5079.6700	1.63375600e-08
5079.6800	3.40780020e-08
5079.6900	5.38356167e-08
5079.7000	6.87133747e-08
5079.7100	6.26078049e-08
5079.7200	4.99878526e-08
5079.7300	2.23034200e-08
5079.7400	-3.98546350e-10
5079.7500	-1.60797768e-08
5079.7600	-1.79698086e-08
5079.7700	-7.54629063e-09
5079.7800	2.67235101e-09
5079.7900	1.27765032e-08
5079.8000	2.92314764e-09
5079.8100	-1.34163834e-08
5079.8200	-3.82260622e-08
5079.8300	-6.43246720e-08
5079.8400	-6.28725581e-08
5079.8500	-5.80089482e-08
5079.8600	-2.54812832e-08
5079.8700	5.05257467e-09
5079.8800	2.79737339e-08
5079.8900	3.92108940e-08
5079.9000	2.57055147e-08
5079.9100	7.32304539e-09
5079.9200	-1.74208349e-08
5079.9300	-2.60240177e-08
5079.9400	-2.12694042e-08
5079.9500	8.13505801e-10
5079.9600	3.18080947e-08
5079.9700	5.00824244e-08
5079.9800	6.46337601e-08
5079.9900	4.64849285e-08
5080.0000	2.41616215e-08
5080.0100	-5.79689495e-09
5080.0200	-3.28465893e-08
5080.0300	-3.71106046e-08
5080.0400	-3.77798998e-08
5080.0500	-2.61672635e-08
5080.0600	-1.96447885e-08
5080.0700	-2.30198311e-08
5080.0800	-3.24657895e-08
5080.0900	-4.92474255e-08
5080.1000	-5.48271020e-08
5080.1100	-5.18186239e-08
5080.1200	-2.81449927e-08
5080.1300	5.28716436e-09
5080.1400	3.55926256e-08
5080.1500	6.50791924e-08
5080.1600	6.03124735e-08
5080.1700	5.15122642e-08
5080.1800	1.85088222e-08
5080.1900	-1.22524817e-08
5080.2000	-2.82797888e-08
5080.2100	-3.61061366e-08
5080.2200	-1.86988205e-08
5080.2300	1.96726499e-09
5080.2400	2.84648217e-08
5080.2500	4.46179548e-08
5080.2600	4.91853528e-08
5080.2700	3.83281621e-08
5080.2800	1.65245079e-08
5080.2900	-9.22193429e-09
5080.3000	-3.66733625e-08
5080.3100	-4.98257661e-08
5080.3200	-5.96528241e-08
5080.3300	-4.72261076e-08
5080.3400	-3.26307137e-08
5080.3500	-9.05805414e-09
5080.3600	1.27875549e-08
5080.3700	2.49185362e-08
5080.3800	3.32308200e-08
5080.3900	3.09053259e-08
5080.4000	2.94289314e-08
5080.4100	2.93535489e-08
5080.4200	3.40149947e-08
5080.4300	4.35954463e-08
5080.4400	4.71066197e-08
5080.4500	4.66348362e-08
5080.4600	2.67687742e-08
5080.4700	-7.52908397e-10
5080.4800	-3.17812226e-08
5080.4900	-6.35268002e-08
5080.5000	-6.14846069e-08
5080.5100	-5.55672464e-08
5080.5200	-1.88515147e-08
5080.5300	1.49349489e-08
5080.5400	3.44005877e-08
5080.5500	4.16224779e-08
5080.5600	1.78269353e-08
5080.5700	-7.88180236e-09
5080.5800	-3.65058799e-08
5080.5900	-4.45068602e-08
5080.6000	-3.26485949e-08
5080.6100	-7.13104413e-09
5080.6200	2.66648467e-08
5080.6300	3.65376354e-08
5080.6400	3.78226621e-08
5080.6500	7.30150545e-09
5080.6600	-2.88740655e-08
5080.6700	-4.99774548e-08
5080.6800	-6.71445267e-08
5080.6900	-4.33324311e-08
5080.7000	-1.85830703e-08
5080.7100	1.01965199e-08
5080.7200	2.71887704e-08
5080.7300	1.69228517e-08
5080.7400	-1.00629600e-09
5080.7500	-2.97336115e-08
5080.7600	-4.06412369e-08
5080.7700	-3.56384515e-08
5080.7800	-7.67418765e-09
5080.7900	3.31214673e-08
5080.8000	6.15085304e-08
5080.8100	8.58628102e-08
5080.8200	6.97472403e-08
5080.8300	4.74732375e-08
5080.8400	1.10104116e-08
5080.8500	-2.28582396e-08
5080.8600	-2.92035308e-08
5080.8700	-2.97172779e-08
5080.8800	-7.96518576e-09
5080.8900	1.09177351e-08
5080.9000	2.37247755e-08
5080.9100	2.52107082e-08
5080.9200	1.19300039e-08
5080.9300	-4.87347897e-09
5080.9400	-2.45923600e-08
5080.9500	-3.30461552e-08
5080.9600	-3.57064886e-08
5080.9700	-2.59444406e-08
5080.9800	-1.25465822e-08
5080.9900	1.34497681e-10
5081.0000	1.27240700e-08
5081.0100	1.49245486e-08
5081.0200	1.65334302e-08
5081.0300	1.35081532e-08
5081.0400	1.16368075e-08
5081.0500	1.37080507e-08
5081.0600	1.84880142e-08
5081.0700	2.85349237e-08
5081.0800	3.76125109e-08
5081.0900	4.55188357e-08
5081.1000	4.33857884e-08
5081.1100	3.35559022e-08
5081.1200	9.94793339e-09
5081.1300	-2.01663398e-08
5081.1400	-4.98616609e-08
5081.1500	-7.94472567e-08
5081.1600	-8.42605391e-08
5081.1700	-8.59475358e-08
5081.1800	-5.92510251e-08
5081.1900	-3.24873741e-08
5081.2000	-5.28251807e-09
5081.2100	1.60816189e-08
5081.2200	1.94743533e-08
5081.2300	1.79929076e-08
5081.2400	7.78926088e-09
5081.2500	4.26166705e-09
5081.2600	8.21123995e-09
5081.2700	2.18119465e-08
5081.2800	4.22618328e-08
5081.2900	5.39938210e-08
5081.3000	6.19559148e-08
5081.3100	4.59950067e-08
5081.3200	2.44706251e-08
5081.3300	-1.96408141e-09
5081.3400	-2.77578063e-08
5081.3500	-2.69853724e-08
5081.3600	-2.30785990e-08
5081.3700	-1.54122302e-09
5081.3800	1.59271031e-08
5081.3900	2.20602433e-08
5081.4000	1.88172808e-08
5081.4100	1.03776414e-10
5081.4200	-1.52911347e-08
5081.4300	-2.72398201e-08
5081.4400	-2.26047279e-08
5081.4500	-7.08655062e-09
5081.4600	9.84749840e-09
5081.4700	2.73404430e-08
5081.4800	2.12323964e-08
5081.4900	1.02968886e-08
5081.5000	-1.13878016e-08
5081.5100	-3.21709262e-08
5081.5200	-2.71790607e-08
5081.5300	-1.85110834e-08
5081.5400	8.12894304e-09
5081.5500	2.79990618e-08
5081.5600	3.07187829e-08
5081.5700	1.97239310e-08
5081.5800	-1.21692814e-08
5081.5900	-3.72879688e-08
5081.6000	-5.58830505e-08
5081.6100	-4.54815680e-08
5081.6200	-1.75064413e-08
5081.6300	1.68353178e-08
5081.6400	5.34625299e-08
5081.6500	5.10260101e-08
5081.6600	4.16448495e-08
5081.6700	-5.29298392e-10
5081.6800	-4.20302032e-08
5081.6900	-5.95307115e-08
5081.7000	-6.86517830e-08
5081.7100	-4.17413749e-08
5081.7200	-1.45883350e-08
5081.7300	1.31257896e-08
5081.7400	2.73741707e-08
5081.7500	2.26481278e-08
5081.7600	1.16953469e-08
5081.7700	-4.81701233e-09
5081.7800	-1.06077898e-08
5081.7900	-1.04071059e-08
5081.8000	-4.52107421e-09
5081.8100	3.21269139e-09
5081.8200	2.14954990e-09
5081.8300	-2.52246465e-10
5081.8400	-5.68289324e-10
5081.8500	6.80809559e-10
5081.8600	1.65701439e-08
5081.8700	3.10503307e-08
5081.8800	4.01501492e-08
